CPF,Nome,Idade,Sexo,Email,Nota_ENEM,CRE_2o_Semestre,CRA_4o_Semestre,CRA_6o_Semestre,Abandonou,Semestre_Abandono
968.273.514-91,Sra. Juliana Cardoso,25,Feminino,sra._juliana_cardoso_968@cepedi.com,642,7.9344963789373475,,,Sim,3.0
685.479.012-30,Nina da Costa,23,Feminino,nina_da_costa_685@cepedi.com,749,7.039096611305531,8.201168171007513,6.602402661950719,Não,
205.143.698-33,Augusto Moura,23,Masculino,augusto_moura_205@cepedi.com,656,7.350991415611252,8.16601074479842,8.719064039140017,Sim,8.0
856.427.931-28,Nathan Nunes,27,Masculino,nathan_nunes_856@cepedi.com,730,8.312512357691237,5.047719299826903,,Sim,5.0
147.862.903-78,Cecília da Rosa,23,Feminino,cecília_da_rosa_147@cepedi.com,640,6.676551570935775,6.458436846650254,5.812342845128403,Não,
578.106.234-35,Ana Vitória Gomes,19,Feminino,ana_vitória_gomes_578@cepedi.com,711,5.753441703076557,7.529891203363572,5.838498053675652,Sim,7.0
072.915.643-52,Calebe Ferreira,21,Masculino,calebe_ferreira_072@cepedi.com,647,5.325616652548674,7.09022906835262,8.981643415595508,Não,
914.867.230-04,Lucas Souza,19,Masculino,lucas_souza_914@cepedi.com,743,9.780504312527388,8.794947410271888,,Sim,6.0
970.532.416-61,Maysa Fernandes,21,Feminino,maysa_fernandes_970@cepedi.com,677,9.732066544609232,7.527832106632098,5.230581700113872,Não,
371.045.268-62,Srta. Ana Julia Moreira,25,Feminino,srta._ana_julia_moreira_371@cepedi.com,702,9.311952645862256,8.7773095554372,6.320062864224251,Sim,7.0
728.619.350-30,Dra. Maitê da Luz,23,Feminino,dra._maitê_da_luz_728@cepedi.com,788,8.077913711456366,9.255531071960517,9.194558156558351,Sim,7.0
531.809.674-39,Heitor Azevedo,25,Masculino,heitor_azevedo_531@cepedi.com,711,,,,Sim,1.0
978.026.135-40,Letícia Porto,28,Feminino,letícia_porto_978@cepedi.com,707,8.176694904285537,,,Sim,3.0
274.935.106-52,Miguel Fernandes,20,Masculino,miguel_fernandes_274@cepedi.com,653,,,,Sim,2.0
714.032.689-40,Dr. Carlos Eduardo Monteiro,26,Masculino,dr._carlos_eduardo_monteiro_714@cepedi.com,736,8.759161098536715,8.817048111235852,5.827898663942578,Não,
917.064.835-20,Nina Moraes,21,Feminino,nina_moraes_917@cepedi.com,791,9.976460796355504,8.542813059423404,5.8482430018782425,Não,
091.673.425-07,Ian da Cruz,24,Masculino,ian_da_cruz_091@cepedi.com,701,6.450999403865261,,,Sim,4.0
732.498.106-22,Felipe Carvalho,18,Masculino,felipe_carvalho_732@cepedi.com,658,5.780320015401586,9.698489052087282,8.440035938010936,Não,
749.162.580-02,Enzo Gabriel Barros,27,Masculino,enzo_gabriel_barros_749@cepedi.com,729,5.648765462702366,8.452950616174057,,Sim,6.0
508.294.713-32,João Guilherme Fernandes,27,Masculino,joão_guilherme_fernandes_508@cepedi.com,798,5.591856558808157,7.062191066080657,8.72124099230626,Não,
410.698.275-76,Rodrigo Lopes,28,Masculino,rodrigo_lopes_410@cepedi.com,721,5.564878492447686,9.681347740062776,,Sim,6.0
125.987.364-19,Lorena Freitas,21,Feminino,lorena_freitas_125@cepedi.com,662,6.547511344368809,8.485337800169516,7.901964202827049,Sim,8.0
178.245.306-71,Ana Beatriz Monteiro,28,Feminino,ana_beatriz_monteiro_178@cepedi.com,728,8.859519393158827,6.119572049205972,7.504032794762084,Sim,8.0
108.964.523-60,Heloísa Souza,28,Feminino,heloísa_souza_108@cepedi.com,753,,,,Sim,1.0
841.507.629-02,Arthur Sales,19,Masculino,arthur_sales_841@cepedi.com,785,8.273178636622994,8.043434835162275,8.678177381696168,Sim,8.0
235.784.901-05,Yasmin Nascimento,21,Feminino,yasmin_nascimento_235@cepedi.com,742,9.085083069226853,9.066687487960838,8.887051654911218,Não,
963.072.458-83,Ana Carolina Cardoso,20,Feminino,ana_carolina_cardoso_963@cepedi.com,740,7.180659540665555,6.68296424217769,,Sim,5.0
019.854.237-23,João Vitor da Costa,20,Masculino,joão_vitor_da_costa_019@cepedi.com,747,6.949089384763319,8.12731766126285,6.09479368214111,Não,
036.847.952-83,Otávio Caldeira,28,Masculino,otávio_caldeira_036@cepedi.com,791,6.655179339076641,9.720478827664895,7.334221101267955,Sim,8.0
512.860.943-05,Pedro Miguel Melo,22,Masculino,pedro_miguel_melo_512@cepedi.com,689,6.3889376503369295,8.37896875969725,6.177783569308151,Não,
731.549.026-43,Joaquim da Rosa,24,Masculino,joaquim_da_rosa_731@cepedi.com,793,6.770590973866144,5.946174704059953,,Sim,5.0
215.037.694-61,Daniela Viana,26,Feminino,daniela_viana_215@cepedi.com,726,6.283787400187785,7.890942853342057,7.259176234934248,Não,
691.723.508-30,Ana Clara Carvalho,26,Feminino,ana_clara_carvalho_691@cepedi.com,761,6.433500564295065,6.108201901475641,6.884134814193439,Não,
150.768.439-84,Davi Lucca da Mata,19,Masculino,davi_lucca_da_mata_150@cepedi.com,683,5.772447952426097,9.154976244310927,8.633489819905103,Não,
160.938.524-15,Carlos Eduardo da Paz,27,Masculino,carlos_eduardo_da_paz_160@cepedi.com,672,,,,Sim,1.0
697.140.253-70,Paulo Araújo,22,Masculino,paulo_araújo_697@cepedi.com,705,6.540983425025502,,,Sim,3.0
569.748.210-85,Luana Barros,18,Feminino,luana_barros_569@cepedi.com,696,6.433821111113708,9.617835814604502,6.774523502110865,Não,
928.170.564-85,João Miguel Caldeira,18,Masculino,joão_miguel_caldeira_928@cepedi.com,656,5.1700161344393285,7.299870882392478,,Sim,6.0
238.615.904-33,Valentina Mendes,24,Feminino,valentina_mendes_238@cepedi.com,692,6.900288786777193,9.394346095943327,6.266433242651474,Não,
175.902.368-02,Stephany Alves,28,Feminino,stephany_alves_175@cepedi.com,718,7.064578068342351,5.216880753543351,7.6460576546907495,Não,
061.893.245-33,Dra. Julia Freitas,27,Feminino,dra._julia_freitas_061@cepedi.com,797,5.182571296216361,7.811037618460086,5.191367264805146,Não,
524.679.318-46,Laura Melo,26,Feminino,laura_melo_524@cepedi.com,728,6.563708710338929,8.258746969677908,,Sim,6.0
169.458.273-64,Yasmin Duarte,18,Feminino,yasmin_duarte_169@cepedi.com,709,5.326312799540959,6.048417674990246,,Sim,6.0
912.436.857-19,Lucas Caldeira,22,Masculino,lucas_caldeira_912@cepedi.com,650,9.145612863861937,7.496680297585545,9.689031467731779,Sim,7.0
352.781.946-00,Cecília Almeida,24,Feminino,cecília_almeida_352@cepedi.com,762,8.770267813182652,9.005836658744814,8.931936903745354,Sim,8.0
517.068.924-11,Davi Lucca Dias,18,Masculino,davi_lucca_dias_517@cepedi.com,679,6.280193659744802,7.482429358506572,,Sim,5.0
182.394.765-46,Sr. Murilo Azevedo,19,Masculino,sr._murilo_azevedo_182@cepedi.com,642,9.46588553454964,8.815761836218723,8.256087638578627,Não,
397.580.461-01,Sarah da Mota,24,Feminino,sarah_da_mota_397@cepedi.com,696,,,,Sim,1.0
786.524.391-09,Beatriz da Cunha,20,Feminino,beatriz_da_cunha_786@cepedi.com,651,9.342118400369957,8.711406594173098,,Sim,5.0
098.654.712-30,Danilo Barbosa,23,Masculino,danilo_barbosa_098@cepedi.com,649,9.158694213182674,9.29640244476668,7.290474800669684,Sim,8.0
201.837.569-59,Dr. Thomas Pereira,26,Masculino,dr._thomas_pereira_201@cepedi.com,663,6.661526111014965,8.569278767292843,,Sim,5.0
809.267.345-47,Dra. Ana Lívia Cardoso,23,Feminino,dra._ana_lívia_cardoso_809@cepedi.com,642,7.000000979859413,5.906959609030575,7.367297271959091,Não,
987.613.025-03,Natália da Cruz,23,Feminino,natália_da_cruz_987@cepedi.com,788,9.861531553337642,7.200362221680928,5.517637119323196,Não,
123.489.750-41,Isadora Martins,23,Feminino,isadora_martins_123@cepedi.com,682,6.347105571167858,9.476662263514072,7.5910851307468175,Não,
265.301.847-08,Beatriz Pereira,21,Feminino,beatriz_pereira_265@cepedi.com,689,,,,Sim,2.0
790.382.154-79,Calebe Rezende,21,Masculino,calebe_rezende_790@cepedi.com,655,6.0678209468100635,5.236769283210997,8.545677100034917,Não,
867.190.325-77,Vitor Azevedo,19,Masculino,vitor_azevedo_867@cepedi.com,731,7.7225296887774935,9.390123779252441,5.332306780615181,Não,
254.769.801-30,Stephany Costa,21,Feminino,stephany_costa_254@cepedi.com,655,,,,Sim,1.0
840.793.512-32,Luana da Cunha,24,Feminino,luana_da_cunha_840@cepedi.com,677,7.482718178099264,,,Sim,3.0
569.217.840-02,Calebe das Neves,25,Masculino,calebe_das_neves_569@cepedi.com,685,,,,Sim,1.0
360.815.749-20,Carlos Eduardo Melo,25,Masculino,carlos_eduardo_melo_360@cepedi.com,672,6.377047498967485,8.878316742492341,9.840339426957133,Não,
032.486.917-78,Francisco Pereira,26,Masculino,francisco_pereira_032@cepedi.com,738,8.748578884620528,7.544608174520402,6.357891696321867,Sim,7.0
173.904.825-32,Joana da Conceição,27,Feminino,joana_da_conceição_173@cepedi.com,777,6.740696033801481,,,Sim,3.0
561.283.407-17,Daniela Viana,26,Feminino,daniela_viana_561@cepedi.com,687,5.352207285136071,9.209373482299366,,Sim,5.0
429.708.361-22,Vitor Mendes,27,Masculino,vitor_mendes_429@cepedi.com,747,5.551994350365322,9.501072858625573,5.336190846879998,Sim,8.0
604.852.179-02,Benício Ramos,23,Masculino,benício_ramos_604@cepedi.com,752,5.834199538665683,6.158927098365519,,Sim,6.0
273.598.406-00,Sofia Novaes,20,Feminino,sofia_novaes_273@cepedi.com,653,7.510733759643037,8.474677159655139,9.194606469166548,Não,
213.506.947-70,Isadora Rocha,20,Feminino,isadora_rocha_213@cepedi.com,684,6.783866663654274,9.102550323255555,6.969991157265706,Não,
328.614.970-50,Thiago Teixeira,28,Masculino,thiago_teixeira_328@cepedi.com,797,6.851905747465095,6.9493098341009265,5.1397617995153695,Não,
401.753.689-10,Dr. Alexandre Silva,18,Masculino,dr._alexandre_silva_401@cepedi.com,667,9.307758517472479,5.016497949759125,9.680597603708236,Não,
867.459.210-49,Ana Laura Cardoso,25,Feminino,ana_laura_cardoso_867@cepedi.com,704,6.339891735315286,9.209495612242733,,Sim,5.0
876.012.954-94,Vinicius Barbosa,21,Masculino,vinicius_barbosa_876@cepedi.com,711,5.252051710541758,6.714573493883984,8.462143778105519,Não,
470.192.358-32,Ryan Silva,27,Masculino,ryan_silva_470@cepedi.com,787,6.82881284746642,8.450114454224103,7.972135457551781,Não,
057.368.149-00,João Pedro Melo,21,Masculino,joão_pedro_melo_057@cepedi.com,678,7.978188433845485,7.65873468925723,7.467979960717619,Não,
845.970.213-88,Mariana da Conceição,26,Feminino,mariana_da_conceição_845@cepedi.com,786,5.779263129073795,8.719420798691116,,Sim,6.0
058.349.276-29,Sra. Caroline Novaes,22,Feminino,sra._caroline_novaes_058@cepedi.com,656,9.950864473720465,7.406417656823734,7.015602395454528,Não,
492.601.753-99,Alexia Fogaça,23,Feminino,alexia_fogaça_492@cepedi.com,784,5.346264698316942,9.901313796003201,7.484082812965264,Não,
970.651.832-03,Lucca Santos,22,Masculino,lucca_santos_970@cepedi.com,747,6.028832990937106,8.759572235631122,6.961081410591811,Não,
468.952.713-09,Dr. Bernardo Alves,27,Masculino,dr._bernardo_alves_468@cepedi.com,790,6.126537801949619,,,Sim,4.0
579.608.142-01,Kevin Cunha,18,Masculino,kevin_cunha_579@cepedi.com,764,5.621959942924279,7.802685167047276,9.559719701881395,Sim,8.0
190.467.328-78,Clara Costa,19,Feminino,clara_costa_190@cepedi.com,781,5.029900741281141,9.05764323664543,6.557526370545871,Não,
680.245.917-58,Eduarda Pereira,26,Feminino,eduarda_pereira_680@cepedi.com,733,5.620389138612892,5.094443829713518,5.189093400741745,Não,
234.607.159-52,Vinicius Silveira,21,Masculino,vinicius_silveira_234@cepedi.com,793,6.335434843785289,,,Sim,4.0
931.204.785-04,Paulo Caldeira,25,Masculino,paulo_caldeira_931@cepedi.com,736,9.1819551336471,8.065247651618293,6.32851087791565,Sim,8.0
032.651.849-51,Isabelly Silva,23,Feminino,isabelly_silva_032@cepedi.com,734,9.836577696342303,7.081606090817001,9.163015327789868,Sim,7.0
324.895.706-92,Srta. Sarah Ramos,23,Feminino,srta._sarah_ramos_324@cepedi.com,760,6.118901040993592,9.440371010181655,8.587294612354505,Não,
297.108.463-96,Eduarda Rodrigues,20,Feminino,eduarda_rodrigues_297@cepedi.com,653,6.337877082716295,,,Sim,3.0
756.390.241-43,Natália Araújo,18,Feminino,natália_araújo_756@cepedi.com,717,7.438626183169459,7.658887523489188,9.720177316396818,Sim,7.0
173.850.964-84,Eduardo Pereira,26,Masculino,eduardo_pereira_173@cepedi.com,687,6.298861123888203,,,Sim,3.0
420.831.769-87,Benjamin Gonçalves,25,Masculino,benjamin_gonçalves_420@cepedi.com,721,,,,Sim,1.0
681.059.347-01,Rafaela Araújo,28,Feminino,rafaela_araújo_681@cepedi.com,748,9.125823452468262,8.784853001545669,5.576557744852197,Não,
037.214.968-50,Rebeca Nascimento,27,Feminino,rebeca_nascimento_037@cepedi.com,680,5.365057196189862,,,Sim,3.0
591.367.820-68,Kamilly Correia,24,Feminino,kamilly_correia_591@cepedi.com,727,8.428645680953625,,,Sim,3.0
819.602.745-11,Vicente Melo,22,Masculino,vicente_melo_819@cepedi.com,755,6.466466032812086,8.707953299651106,8.188869473887001,Não,
924.715.068-01,Gabriel Vieira,19,Masculino,gabriel_vieira_924@cepedi.com,683,5.1089102563539015,8.37562217845747,8.401886655207228,Não,
023.847.615-44,Davi Lucca Cardoso,28,Masculino,davi_lucca_cardoso_023@cepedi.com,754,9.324030817040821,6.1064537852825245,,Sim,6.0
572.683.019-95,Fernanda da Conceição,24,Feminino,fernanda_da_conceição_572@cepedi.com,792,8.74635453733503,,,Sim,3.0
239.075.861-40,André Silva,20,Masculino,andré_silva_239@cepedi.com,683,9.793599780623783,6.132171529034224,7.8542000501428255,Sim,8.0
067.981.423-03,Renan Moura,27,Masculino,renan_moura_067@cepedi.com,727,5.2939700927755,6.258407041280265,6.710055316545612,Não,
983.047.126-87,Dra. Isabel Barbosa,27,Feminino,dra._isabel_barbosa_983@cepedi.com,765,7.314450756776462,9.730710723956587,5.673860550546449,Sim,7.0
906.231.857-68,Evelyn Campos,26,Feminino,evelyn_campos_906@cepedi.com,771,6.232863680352693,7.750185406841979,8.347610171362545,Sim,7.0
942.510.783-14,Maria Sophia Barros,22,Feminino,maria_sophia_barros_942@cepedi.com,781,7.8307445254894885,9.953827165112614,5.498704095533444,Não,
496.170.538-10,Maria Cecília Farias,18,Feminino,maria_cecília_farias_496@cepedi.com,764,8.470408869576984,6.391075566238522,7.424348005802396,Não,
791.862.503-02,Luiz Fernando da Costa,27,Masculino,luiz_fernando_da_costa_791@cepedi.com,722,9.521078316813666,8.32220797772595,9.603126723355473,Não,
312.684.590-89,Sr. Luiz Fernando Fernandes,24,Masculino,sr._luiz_fernando_fernandes_312@cepedi.com,790,8.198469106683556,,,Sim,3.0
086.352.714-08,Maria Luiza Oliveira,20,Feminino,maria_luiza_oliveira_086@cepedi.com,650,7.126262160530426,6.422675768670631,6.886497363877561,Não,
472.019.653-52,Murilo Costela,24,Masculino,murilo_costela_472@cepedi.com,799,7.621496841609636,7.046381179225807,7.845313153633722,Não,
417.230.956-99,Dr. Vinicius Ribeiro,24,Masculino,dr._vinicius_ribeiro_417@cepedi.com,659,,,,Sim,2.0
438.976.152-82,Ian Sales,28,Masculino,ian_sales_438@cepedi.com,703,9.98826251250452,8.927122729198015,6.102979703956575,Sim,7.0
532.807.619-21,Marina Nascimento,18,Feminino,marina_nascimento_532@cepedi.com,666,9.43909077012706,,,Sim,4.0
256.714.893-00,Giovanna Aragão,22,Feminino,giovanna_aragão_256@cepedi.com,761,9.55255116862601,6.676335609262042,5.618436761539777,Não,
408.691.275-94,Pedro Lucas Campos,21,Masculino,pedro_lucas_campos_408@cepedi.com,719,6.48456922626354,9.44583978993193,5.80128200846768,Sim,7.0
724.350.196-61,Sr. Carlos Eduardo Cardoso,19,Masculino,sr._carlos_eduardo_cardoso_724@cepedi.com,698,8.109858757357024,6.091284287029351,,Sim,5.0
187.502.946-01,Francisco da Mota,24,Masculino,francisco_da_mota_187@cepedi.com,691,8.850121914355817,9.216473031668002,7.201046012613377,Não,
582.614.037-26,Kamilly Monteiro,21,Feminino,kamilly_monteiro_582@cepedi.com,770,7.748040845947406,8.012297192109454,8.042709453989328,Não,
642.915.783-00,Maria Cecília Campos,20,Feminino,maria_cecília_campos_642@cepedi.com,738,8.765380328599965,6.160666692298458,5.47014297986375,Não,
512.906.873-40,Dr. Enzo Moura,18,Masculino,dr._enzo_moura_512@cepedi.com,690,5.703111906335902,7.944147517108417,9.357796524723266,Não,
873.529.061-77,Ana Clara da Rocha,24,Feminino,ana_clara_da_rocha_873@cepedi.com,800,6.5701025988537705,8.289746557926927,6.092080985592737,Sim,8.0
096.518.374-20,Clarice Moura,22,Feminino,clarice_moura_096@cepedi.com,750,5.476244058594243,,,Sim,4.0
154.627.980-67,Marcela Costa,18,Feminino,marcela_costa_154@cepedi.com,702,7.880572959947489,9.811565716885841,6.5809683519807685,Não,
329.406.157-99,Melissa Peixoto,26,Feminino,melissa_peixoto_329@cepedi.com,780,8.376950264295177,9.215243546616062,,Sim,6.0
653.810.974-84,Cauã Fogaça,28,Masculino,cauã_fogaça_653@cepedi.com,758,7.0480421555443815,9.957708766640337,,Sim,5.0
253.640.178-26,Vitor Gabriel Novaes,20,Masculino,vitor_gabriel_novaes_253@cepedi.com,699,8.196616383849047,5.052599232704151,5.3903532804389425,Não,
912.586.473-46,André Mendes,24,Masculino,andré_mendes_912@cepedi.com,728,6.979296484139529,8.375363405289962,5.9568916883331635,Não,
825.930.176-86,Leandro Porto,23,Masculino,leandro_porto_825@cepedi.com,724,9.914384086379858,5.357772325319247,,Sim,5.0
162.847.035-62,Esther Mendes,19,Feminino,esther_mendes_162@cepedi.com,701,,,,Sim,2.0
791.034.625-52,Rebeca Ferreira,26,Feminino,rebeca_ferreira_791@cepedi.com,781,,,,Sim,2.0
987.631.204-96,Enzo Gabriel Cunha,27,Masculino,enzo_gabriel_cunha_987@cepedi.com,773,,,,Sim,1.0
047.261.859-85,Joaquim Monteiro,20,Masculino,joaquim_monteiro_047@cepedi.com,648,8.956318532037818,,,Sim,3.0
640.972.815-85,Bárbara Castro,23,Feminino,bárbara_castro_640@cepedi.com,721,7.206493529714587,6.541186285522208,8.125156935335617,Não,
259.671.043-99,Dr. Emanuel da Mata,23,Masculino,dr._emanuel_da_mata_259@cepedi.com,778,5.5006658379932345,6.141952489295779,7.9445534509809335,Não,
054.613.297-99,Mirella Rocha,19,Feminino,mirella_rocha_054@cepedi.com,750,6.02884567159445,,,Sim,3.0
012.756.893-02,Mirella Lima,28,Feminino,mirella_lima_012@cepedi.com,699,7.644519443182929,,,Sim,3.0
687.314.209-31,Daniela Caldeira,19,Feminino,daniela_caldeira_687@cepedi.com,771,5.710805062401921,7.431187623808865,6.7475493655545815,Não,
231.760.948-50,Daniel Silveira,22,Masculino,daniel_silveira_231@cepedi.com,711,8.746697476184362,8.914395833599006,8.103528419749626,Não,
692.840.517-11,Luiz Felipe da Mota,28,Masculino,luiz_felipe_da_mota_692@cepedi.com,679,7.070063061334958,5.310484308226597,9.725598071720817,Sim,7.0
427.583.619-73,Srta. Eduarda Fogaça,25,Feminino,srta._eduarda_fogaça_427@cepedi.com,752,7.065798941451865,7.861611288710378,6.430056192807381,Não,
194.723.608-31,Maria Vitória Aragão,19,Feminino,maria_vitória_aragão_194@cepedi.com,764,5.378368436555194,7.610479664206908,6.443184394730046,Não,
917.380.645-57,Sr. Benjamin Melo,27,Masculino,sr._benjamin_melo_917@cepedi.com,716,5.570291967480637,,,Sim,3.0
173.405.692-43,Francisco da Paz,22,Masculino,francisco_da_paz_173@cepedi.com,710,8.979638275715708,7.812307131656701,9.194041756269108,Não,
409.658.173-93,Dra. Lavínia Pereira,22,Feminino,dra._lavínia_pereira_409@cepedi.com,741,9.350246761949073,7.378428884626475,7.488390312588627,Não,
375.124.960-52,Gustavo Henrique Azevedo,22,Masculino,gustavo_henrique_azevedo_375@cepedi.com,732,5.837371785959256,6.322962177009726,,Sim,6.0
150.923.768-21,Davi Lucas Jesus,22,Masculino,davi_lucas_jesus_150@cepedi.com,667,8.950465972968331,8.34444800610264,7.974566107781344,Não,
957.021.836-30,Kevin Cunha,25,Masculino,kevin_cunha_957@cepedi.com,768,8.31872152610823,8.594041065895832,6.563198324389445,Sim,8.0
517.820.694-02,Milena Aragão,23,Feminino,milena_aragão_517@cepedi.com,760,6.190545528496854,8.8025812701009,9.31556288936112,Não,
408.136.952-60,Kevin Gonçalves,23,Masculino,kevin_gonçalves_408@cepedi.com,721,9.976219771690994,,,Sim,4.0
812.367.904-13,Marina Moura,19,Feminino,marina_moura_812@cepedi.com,777,9.045438755678186,9.024862612679527,9.667829766700082,Sim,8.0
793.465.801-00,Arthur Viana,18,Masculino,arthur_viana_793@cepedi.com,778,7.472456283775437,6.11582281202982,9.78552880532993,Não,
398.512.647-09,Caroline Duarte,22,Feminino,caroline_duarte_398@cepedi.com,745,9.30122004588966,5.284759843651614,5.229576845263812,Sim,8.0
812.539.067-77,Rafael Moraes,18,Masculino,rafael_moraes_812@cepedi.com,788,7.181565063519358,9.846419712955559,5.5345806414295176,Sim,8.0
749.180.563-93,Nathan Azevedo,20,Masculino,nathan_azevedo_749@cepedi.com,714,7.091711366082771,6.770031118604473,8.812567179381219,Não,
542.687.301-17,Sophie Freitas,21,Feminino,sophie_freitas_542@cepedi.com,743,8.692984166762816,9.96559539209537,6.9369582045919085,Não,
763.598.421-73,Alana Barros,24,Feminino,alana_barros_763@cepedi.com,654,8.020733035179227,7.949354154947041,6.910882902695306,Não,
217.693.408-31,Sra. Maria Alice Teixeira,26,Feminino,sra._maria_alice_teixeira_217@cepedi.com,713,7.79840919721216,5.222468669062923,5.507473776029393,Não,
029.736.518-59,Caroline Peixoto,20,Feminino,caroline_peixoto_029@cepedi.com,715,8.103339312200003,7.798594325965326,9.1808831698816,Não,
453.816.729-00,Sr. Henrique Rezende,20,Masculino,sr._henrique_rezende_453@cepedi.com,682,9.48254481175925,8.354205469983013,7.337515306064207,Não,
892.057.136-86,Ana Júlia Almeida,19,Feminino,ana_júlia_almeida_892@cepedi.com,786,7.685591864117905,6.849600557835997,5.379252137244724,Não,
896.043.127-31,Thomas Cavalcanti,26,Masculino,thomas_cavalcanti_896@cepedi.com,692,9.59508548597735,5.890257295936592,6.318812077359561,Não,
470.362.985-29,Erick Pires,22,Masculino,erick_pires_470@cepedi.com,800,5.895466815542669,9.68736977901683,9.85768181703655,Não,
284.075.916-02,Nicolas Martins,26,Masculino,nicolas_martins_284@cepedi.com,770,8.803225082954532,7.130550183498443,7.774445495278682,Sim,8.0
715.906.832-77,Srta. Bianca Viana,22,Feminino,srta._bianca_viana_715@cepedi.com,704,5.109936580616752,9.909843413606021,8.670825824191903,Não,
987.613.542-28,Rafaela da Rocha,25,Feminino,rafaela_da_rocha_987@cepedi.com,775,8.513922990971558,9.874972432481854,,Sim,5.0
295.107.843-97,Ana Laura Cardoso,28,Feminino,ana_laura_cardoso_295@cepedi.com,752,9.395466733798411,6.9834222879651415,,Sim,6.0
236.971.480-87,Sarah da Paz,23,Feminino,sarah_da_paz_236@cepedi.com,644,9.372206111796828,,,Sim,3.0
563.742.018-17,Ana Lívia da Conceição,19,Feminino,ana_lívia_da_conceição_563@cepedi.com,749,8.709518299814729,6.759734895185239,5.237169421785131,Sim,7.0
398.564.701-10,Raul da Rocha,24,Masculino,raul_da_rocha_398@cepedi.com,709,,,,Sim,1.0
479.235.081-60,Daniel da Luz,21,Masculino,daniel_da_luz_479@cepedi.com,723,8.700781544131775,6.612240270750596,9.246694191579163,Sim,7.0
413.970.682-13,Dr. Arthur Costa,24,Masculino,dr._arthur_costa_413@cepedi.com,733,8.672949272471186,7.151562781305335,8.035775505704315,Não,
635.980.472-74,Anthony Fernandes,20,Masculino,anthony_fernandes_635@cepedi.com,713,8.104461915773687,9.004347125502774,8.476106868656723,Não,
516.279.438-46,Lucas Gabriel Freitas,27,Masculino,lucas_gabriel_freitas_516@cepedi.com,717,9.749139318722314,7.681784020687915,5.916788938144059,Não,
185.746.923-28,Giovanna Ribeiro,20,Feminino,giovanna_ribeiro_185@cepedi.com,656,7.5056857560976145,7.2410724175762,6.085734499617756,Sim,8.0
304.795.268-00,Dr. Vitor Hugo da Cruz,24,Masculino,dr._vitor_hugo_da_cruz_304@cepedi.com,718,6.089107101190448,8.74554586936744,9.0235418830834,Não,
560.812.937-77,João Gabriel Farias,27,Masculino,joão_gabriel_farias_560@cepedi.com,691,,,,Sim,1.0
846.725.013-53,Eduarda Ferreira,22,Feminino,eduarda_ferreira_846@cepedi.com,716,5.15565786496181,8.10232793244155,8.786546193211286,Não,
547.902.361-61,Dr. Leandro Dias,26,Masculino,dr._leandro_dias_547@cepedi.com,698,,,,Sim,2.0
342.956.178-73,Maria Fernanda Moraes,22,Feminino,maria_fernanda_moraes_342@cepedi.com,679,7.090479658798547,6.026069658147257,7.110764900189796,Não,
254.861.390-98,Lavínia da Mota,24,Feminino,lavínia_da_mota_254@cepedi.com,740,9.297337356301181,9.024969007756937,8.57664742869191,Não,
413.798.265-19,Murilo da Luz,22,Masculino,murilo_da_luz_413@cepedi.com,786,9.444689175665413,5.589948442046298,6.700494797998592,Não,
901.265.734-25,Cauã Souza,24,Masculino,cauã_souza_901@cepedi.com,770,5.889884368477496,6.0428463387902855,6.355558170750249,Não,
049.831.672-69,Sr. Caio Dias,25,Masculino,sr._caio_dias_049@cepedi.com,708,7.884631307439035,,,Sim,3.0
390.278.651-59,João Guilherme Oliveira,22,Masculino,joão_guilherme_oliveira_390@cepedi.com,711,9.656656418253487,9.807552927898964,,Sim,6.0
209.857.613-77,Henrique Cardoso,27,Masculino,henrique_cardoso_209@cepedi.com,693,,,,Sim,2.0
156.273.849-64,Kaique Carvalho,24,Masculino,kaique_carvalho_156@cepedi.com,764,9.394751305984162,,,Sim,3.0
604.732.981-04,Rafael Cardoso,26,Masculino,rafael_cardoso_604@cepedi.com,755,7.2058753892729985,6.288948704855681,7.837917164307736,Não,
821.367.954-73,Sr. Marcelo Martins,27,Masculino,sr._marcelo_martins_821@cepedi.com,673,6.257248561398514,9.939381293119645,6.645077551283732,Não,
872.569.104-01,João Mendes,22,Masculino,joão_mendes_872@cepedi.com,728,8.584592961917282,5.260109519948623,,Sim,6.0
697.402.831-87,Mirella Souza,27,Feminino,mirella_souza_697@cepedi.com,776,,,,Sim,1.0
425.978.160-01,Igor Lima,21,Masculino,igor_lima_425@cepedi.com,759,5.647131013306158,8.23231028754227,7.710756083090393,Não,
791.260.358-12,Sr. Isaac Teixeira,24,Masculino,sr._isaac_teixeira_791@cepedi.com,756,,,,Sim,2.0
879.324.065-10,Emanuella Pereira,26,Feminino,emanuella_pereira_879@cepedi.com,691,7.318215770522491,,,Sim,3.0
674.209.385-47,Maitê Barbosa,26,Feminino,maitê_barbosa_674@cepedi.com,791,6.561124073266034,5.504496117183014,,Sim,6.0
678.429.035-65,Nicolas Moura,20,Masculino,nicolas_moura_678@cepedi.com,692,9.25351753269475,8.703140539316598,,Sim,6.0
392.875.106-95,Sra. Sabrina Ribeiro,22,Feminino,sra._sabrina_ribeiro_392@cepedi.com,677,5.1801042603828416,5.441646998757826,7.441755476412418,Não,
683.902.471-78,Sra. Isabel Araújo,26,Feminino,sra._isabel_araújo_683@cepedi.com,743,,,,Sim,2.0
